SampID,Organism,Batch,Compound,Area,min.area.flag,blk.flag
211218_Smp_449_C_pos,449,Dino_Green,beta-Alaninebetaine,10262347,NA,NA
211218_Smp_1314_A_pos,1314,Dino_Green,beta-Alaninebetaine,4573238,NA,NA
211218_Smp_1314_B_pos,1314,Dino_Green,beta-Alaninebetaine,3448858,NA,NA
211218_Smp_1314_C_pos,1314,Dino_Green,beta-Alaninebetaine,3652605,NA,NA
211218_Smp_1545_A_pos,1545,Dino_Green,beta-Alaninebetaine,140101,NA,NA
211218_Smp_1771_A_pos,1771,Dino_Green,beta-Alaninebetaine,961060608,NA,NA
211218_Smp_1771_B_pos,1771,Dino_Green,beta-Alaninebetaine,1168215168,NA,NA
211218_Smp_1771_C_pos,1771,Dino_Green,beta-Alaninebetaine,867073280,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,beta-Alaninebetaine,15506355,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,beta-Alaninebetaine,13579259,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,beta-Alaninebetaine,7381270,NA,NA
211218_Smp_3430_A_pos,3430,Dino_Green,beta-Alaninebetaine,115035,NA,NA
211218_Smp_3430_B_pos,3430,Dino_Green,beta-Alaninebetaine,54588,NA,NA
211218_Smp_3430_C_pos,3430,Dino_Green,beta-Alaninebetaine,105624,NA,NA
211218_Smp_449_A_pos,449,Dino_Green,Dimethylsulfoniopropionate,16133916672,NA,NA
211218_Smp_449_B_pos,449,Dino_Green,Dimethylsulfoniopropionate,18599479296,NA,NA
211218_Smp_449_C_pos,449,Dino_Green,Dimethylsulfoniopropionate,20637323264,NA,NA
211218_Smp_1314_A_pos,1314,Dino_Green,Dimethylsulfoniopropionate,11317018624,NA,NA
211218_Smp_1314_B_pos,1314,Dino_Green,Dimethylsulfoniopropionate,14735832064,NA,NA
211218_Smp_1314_C_pos,1314,Dino_Green,Dimethylsulfoniopropionate,9452946432,NA,NA
211218_Smp_1545_A_pos,1545,Dino_Green,Dimethylsulfoniopropionate,3403277056,NA,NA
211218_Smp_1545_B_pos,1545,Dino_Green,Dimethylsulfoniopropionate,3743290368,NA,NA
211218_Smp_1545_C_pos,1545,Dino_Green,Dimethylsulfoniopropionate,3282130688,NA,NA
211218_Smp_1771_A_pos,1771,Dino_Green,Dimethylsulfoniopropionate,11403720704,NA,NA
211218_Smp_1771_B_pos,1771,Dino_Green,Dimethylsulfoniopropionate,12885195776,NA,NA
211218_Smp_1771_C_pos,1771,Dino_Green,Dimethylsulfoniopropionate,10546988032,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Dimethylsulfoniopropionate,1639726848,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Dimethylsulfoniopropionate,2723354880,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Dimethylsulfoniopropionate,415437248,NA,NA
211218_Smp_3430_A_pos,3430,Dino_Green,Dimethylsulfoniopropionate,3913508608,NA,NA
211218_Smp_3430_B_pos,3430,Dino_Green,Dimethylsulfoniopropionate,3798640640,NA,NA
211218_Smp_3430_C_pos,3430,Dino_Green,Dimethylsulfoniopropionate,4179633408,NA,NA
211218_Smp_449_A_pos,449,Dino_Green,Glycine betaine,303848416,NA,NA
211218_Smp_449_B_pos,449,Dino_Green,Glycine betaine,374853408,NA,NA
211218_Smp_449_C_pos,449,Dino_Green,Glycine betaine,342020352,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Glycine betaine,360377856,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Glycine betaine,403162304,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Glycine betaine,208249488,NA,Flag
211218_Smp_3430_A_pos,3430,Dino_Green,Glycine betaine,4566244352,NA,NA
211218_Smp_3430_B_pos,3430,Dino_Green,Glycine betaine,4427250688,NA,NA
211218_Smp_3430_C_pos,3430,Dino_Green,Glycine betaine,4697174016,NA,NA
211218_Smp_449_A_pos,449,Dino_Green,Gonyol,2862883584,NA,NA
211218_Smp_449_B_pos,449,Dino_Green,Gonyol,4114515712,NA,NA
211218_Smp_449_C_pos,449,Dino_Green,Gonyol,2900568064,NA,NA
211218_Smp_1314_A_pos,1314,Dino_Green,Gonyol,5936882688,NA,NA
211218_Smp_1314_B_pos,1314,Dino_Green,Gonyol,5761606144,NA,NA
211218_Smp_1314_C_pos,1314,Dino_Green,Gonyol,5593911296,NA,NA
211218_Smp_1771_A_pos,1771,Dino_Green,Gonyol,1725681152,NA,NA
211218_Smp_1771_B_pos,1771,Dino_Green,Gonyol,1815919872,NA,NA
211218_Smp_1771_C_pos,1771,Dino_Green,Gonyol,1338824576,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Gonyol,30000859136,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Gonyol,31457906688,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Gonyol,17295108096,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Homarine,777731,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Homarine,632293,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Homarine,178547,NA,NA
211218_Smp_449_A_pos,449,Dino_Green,Proline betaine,9793183,NA,NA
211218_Smp_449_B_pos,449,Dino_Green,Proline betaine,11913770,NA,NA
211218_Smp_449_C_pos,449,Dino_Green,Proline betaine,10527072,NA,NA
211218_Smp_1314_A_pos,1314,Dino_Green,Proline betaine,9322514,NA,NA
211218_Smp_1314_B_pos,1314,Dino_Green,Proline betaine,8965923,NA,NA
211218_Smp_1314_C_pos,1314,Dino_Green,Proline betaine,8685807,NA,NA
211218_Smp_1771_A_pos,1771,Dino_Green,Proline betaine,671633,NA,NA
211218_Smp_1771_B_pos,1771,Dino_Green,Proline betaine,742362,NA,NA
211218_Smp_1771_C_pos,1771,Dino_Green,Proline betaine,982288,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Proline betaine,317818944,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Proline betaine,331031936,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Proline betaine,155804144,NA,NA
211218_Smp_3430_A_pos,3430,Dino_Green,Proline betaine,822864,NA,NA
211218_Smp_3430_B_pos,3430,Dino_Green,Proline betaine,980600,NA,NA
211218_Smp_3430_C_pos,3430,Dino_Green,Proline betaine,1074576,NA,NA
211218_Smp_449_A_pos,449,Dino_Green,Trigonelline,57820520,NA,NA
211218_Smp_449_B_pos,449,Dino_Green,Trigonelline,67935000,NA,NA
211218_Smp_449_C_pos,449,Dino_Green,Trigonelline,61436328,NA,NA
211218_Smp_1314_A_pos,1314,Dino_Green,Trigonelline,58885168,NA,NA
211218_Smp_1314_B_pos,1314,Dino_Green,Trigonelline,59622268,NA,NA
211218_Smp_1314_C_pos,1314,Dino_Green,Trigonelline,47771324,NA,NA
211218_Smp_1545_A_pos,1545,Dino_Green,Trigonelline,498285664,NA,NA
211218_Smp_1545_B_pos,1545,Dino_Green,Trigonelline,587033024,NA,NA
211218_Smp_1545_C_pos,1545,Dino_Green,Trigonelline,541082688,NA,NA
211218_Smp_1771_A_pos,1771,Dino_Green,Trigonelline,857061056,NA,NA
211218_Smp_1771_B_pos,1771,Dino_Green,Trigonelline,1019593728,NA,NA
211218_Smp_1771_C_pos,1771,Dino_Green,Trigonelline,767783616,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Trigonelline,22249902,NA,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Trigonelline,27040800,NA,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Trigonelline,11131157,NA,NA
211218_Smp_3430_A_pos,3430,Dino_Green,Trigonelline,826825,NA,NA
211218_Smp_3430_B_pos,3430,Dino_Green,Trigonelline,856673,NA,NA
211218_Smp_3430_C_pos,3430,Dino_Green,Trigonelline,971268,NA,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Trimethylamine N-oxide,116183,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,beta-Alaninebetaine,19360348,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,beta-Alaninebetaine,26861864,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,beta-Alaninebetaine,2385060,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,beta-Alaninebetaine,435673,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,beta-Alaninebetaine,93753,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,beta-Alaninebetaine,699448,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,beta-Alaninebetaine,560209664,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,beta-Alaninebetaine,590788352,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,beta-Alaninebetaine,537765312,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,beta-Alaninebetaine,243338416,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,beta-Alaninebetaine,222019264,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,beta-Alaninebetaine,219277808,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,beta-Alaninebetaine,549645376,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,beta-Alaninebetaine,571201728,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,beta-Alaninebetaine,553819520,NA,NA
220104_Smp_P3_A_pos,P3,Haptophyte,beta-Alaninebetaine,439108,NA,NA
220104_Smp_P3_B_pos,P3,Haptophyte,beta-Alaninebetaine,161816,NA,Flag
220104_Smp_P3_C_pos,P3,Haptophyte,beta-Alaninebetaine,559785,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Dimethylsulfonioacetate,293720,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Dimethylsulfonioacetate,404927,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Dimethylsulfonioacetate,226257,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Dimethylsulfonioacetate,1012878,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Dimethylsulfonioacetate,951936,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Dimethylsulfonioacetate,1453172,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Dimethylsulfonioacetate,3845109248,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Dimethylsulfonioacetate,4049544448,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Dimethylsulfonioacetate,3898840320,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Dimethylsulfonioacetate,23034859520,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Dimethylsulfonioacetate,20875915264,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Dimethylsulfonioacetate,20696705024,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Dimethylsulfonioacetate,12946665472,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Dimethylsulfonioacetate,14104602624,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Dimethylsulfonioacetate,12516449280,NA,NA
220104_Smp_116-1_A_pos,116,Haptophyte,Dimethylsulfoniopropionate,14324432,NA,NA
220104_Smp_116-1_B_pos,116,Haptophyte,Dimethylsulfoniopropionate,16544530,NA,NA
220104_Smp_116-1_C_pos,116,Haptophyte,Dimethylsulfoniopropionate,15394201,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Dimethylsulfoniopropionate,6553033216,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Dimethylsulfoniopropionate,7073311232,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Dimethylsulfoniopropionate,6244733952,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Dimethylsulfoniopropionate,7251799552,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Dimethylsulfoniopropionate,6775423488,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Dimethylsulfoniopropionate,10800405504,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Dimethylsulfoniopropionate,17248520192,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Dimethylsulfoniopropionate,17906595840,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Dimethylsulfoniopropionate,16866591744,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Dimethylsulfoniopropionate,7014387712,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Dimethylsulfoniopropionate,5802485760,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Dimethylsulfoniopropionate,5690189312,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Dimethylsulfoniopropionate,9219011584,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Dimethylsulfoniopropionate,11563655168,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Dimethylsulfoniopropionate,8879650816,NA,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Dimethylsulfoniopropionate,1456210,NA,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Dimethylsulfoniopropionate,1349698,NA,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Dimethylsulfoniopropionate,1206048,NA,NA
220104_Smp_P5-5_A_pos,P5,Haptophyte,Dimethylsulfoniopropionate,11865828,NA,NA
220104_Smp_P5-5_B_pos,P5,Haptophyte,Dimethylsulfoniopropionate,11634210,NA,NA
220104_Smp_P5-5_C_pos,P5,Haptophyte,Dimethylsulfoniopropionate,11873518,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Glycine betaine,1039812352,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Glycine betaine,1124901504,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Glycine betaine,915043456,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Glycine betaine,3421453824,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Glycine betaine,3139203328,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Glycine betaine,5085138944,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Glycine betaine,4118577664,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Glycine betaine,3884602880,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Glycine betaine,3830477568,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Glycine betaine,17460539392,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Glycine betaine,19101120512,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Glycine betaine,17641113600,NA,NA
220104_Smp_116-1_A_pos,116,Haptophyte,Gonyol,252585808,NA,NA
220104_Smp_116-1_B_pos,116,Haptophyte,Gonyol,271166304,NA,NA
220104_Smp_116-1_C_pos,116,Haptophyte,Gonyol,268489728,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Gonyol,301965056,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Gonyol,363304672,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Gonyol,237643344,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Gonyol,387165600,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Gonyol,342963360,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Gonyol,500744032,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Gonyol,1030475968,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Gonyol,1257827840,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Gonyol,1140479872,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Gonyol,352743328,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Gonyol,246069376,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Gonyol,302621856,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Gonyol,207435840,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Gonyol,189719952,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Gonyol,193998784,NA,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Gonyol,112883616,NA,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Gonyol,90779384,NA,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Gonyol,84469960,NA,NA
220104_Smp_P5-5_A_pos,P5,Haptophyte,Gonyol,367075616,NA,NA
220104_Smp_P5-5_B_pos,P5,Haptophyte,Gonyol,338140608,NA,NA
220104_Smp_P5-5_C_pos,P5,Haptophyte,Gonyol,433324416,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Homarine,97336360,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Homarine,107509200,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Homarine,85838344,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Homarine,1344595456,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Homarine,1409528704,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Homarine,1276442496,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Homarine,84379768,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Homarine,77028904,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Homarine,77310472,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Homarine,3881945856,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Homarine,4110402816,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Homarine,3868129792,NA,NA
220104_Smp_116-1_A_pos,116,Haptophyte,Proline betaine,72002,NA,NA
220104_Smp_116-1_B_pos,116,Haptophyte,Proline betaine,62279,NA,NA
220104_Smp_116-1_C_pos,116,Haptophyte,Proline betaine,307933,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Proline betaine,7719111,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Proline betaine,8574464,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Proline betaine,6556413,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Proline betaine,5628027,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Proline betaine,5513567,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Proline betaine,8569874,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Proline betaine,9964321,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Proline betaine,10100699,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Proline betaine,9511728,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Proline betaine,237038672,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Proline betaine,219392640,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Proline betaine,221386752,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Proline betaine,155744960,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Proline betaine,160787088,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Proline betaine,158323728,NA,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Proline betaine,938816,NA,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Proline betaine,856694,NA,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Proline betaine,557531,NA,NA
220104_Smp_P5-5_A_pos,P5,Haptophyte,Proline betaine,1130130,NA,NA
220104_Smp_P5-5_B_pos,P5,Haptophyte,Proline betaine,701572,NA,NA
220104_Smp_P5-5_C_pos,P5,Haptophyte,Proline betaine,642187,NA,NA
220104_Smp_116-1_A_pos,116,Haptophyte,Trigonelline,1794389,NA,NA
220104_Smp_116-1_B_pos,116,Haptophyte,Trigonelline,1108398,NA,NA
220104_Smp_116-1_C_pos,116,Haptophyte,Trigonelline,427969,NA,NA
220104_Smp_371_A_pos,371,Haptophyte,Trigonelline,2017442,NA,NA
220104_Smp_371_B_pos,371,Haptophyte,Trigonelline,1296999,NA,NA
220104_Smp_371_C_pos,371,Haptophyte,Trigonelline,2213897,NA,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Trigonelline,5298809,NA,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Trigonelline,4879922,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Trigonelline,9836192,NA,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Trigonelline,11881943,NA,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Trigonelline,4504786,NA,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Trigonelline,7023368,NA,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Trigonelline,1002009,NA,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Trigonelline,1772126,NA,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Trigonelline,1827204,NA,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Trigonelline,967660,NA,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Trigonelline,3466992,NA,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Trigonelline,3412865,NA,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Trigonelline,108488,NA,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Trigonelline,101369,NA,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Trigonelline,66025,NA,NA
220104_Smp_P5-5_A_pos,P5,Haptophyte,Trigonelline,6133028,NA,NA
220104_Smp_P5-5_B_pos,P5,Haptophyte,Trigonelline,4621792,NA,NA
220104_Smp_P5-5_C_pos,P5,Haptophyte,Trigonelline,6129422,NA,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Trimethylamine N-oxide,63061,NA,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Trimethylamine N-oxide,1310174,NA,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Trimethylamine N-oxide,1594952,NA,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Trimethylamine N-oxide,685803,NA,NA
