SampID,Organism,Batch,Compound,min.area.flag,blk.flag,uM.in.vial.ave,uM_C_vial,uM_N_vial
211215_Smp_Pt_F_pos,Pt,Diatom,Dimethylsulfoniopropionate,NA,NA,221.40413819331175,1107.020690966559,NA
211215_Smp_To_A_pos,To,Diatom,Dimethylsulfoniopropionate,NA,NA,8.426101202001432,42.13050601000716,NA
211215_Smp_To_B_pos,To,Diatom,Dimethylsulfoniopropionate,NA,NA,9.837357302092713,49.18678651046356,NA
211215_Smp_To_C_pos,To,Diatom,Dimethylsulfoniopropionate,NA,NA,7.219020877879572,36.09510438939786,NA
211215_Smp_Tp_A_pos,Tp,Diatom,Dimethylsulfoniopropionate,NA,NA,45.71749140089088,228.5874570044544,NA
211215_Smp_Tp_E_pos,Tp,Diatom,Dimethylsulfoniopropionate,NA,NA,23.938429934770877,119.6921496738544,NA
211215_Smp_Tp_F_pos,Tp,Diatom,Dimethylsulfoniopropionate,NA,NA,27.943276103156297,139.71638051578148,NA
211215_Smp_Cy_A_pos,Cy,Diatom,Glycine betaine,NA,NA,199.59554526874223,997.9777263437112,199.59554526874223
211215_Smp_Cy_B_pos,Cy,Diatom,Glycine betaine,NA,NA,191.7818044902847,958.9090224514237,191.7818044902847
211215_Smp_Cy_C_pos,Cy,Diatom,Glycine betaine,NA,NA,257.29277720260023,1286.4638860130012,257.29277720260023
211215_Smp_Fc_A_pos,Fc,Diatom,Glycine betaine,NA,NA,42.618453466425784,213.09226733212893,42.618453466425784
211215_Smp_Fc_B_pos,Fc,Diatom,Glycine betaine,NA,NA,36.67224953084955,183.36124765424773,36.67224953084955
211215_Smp_Fc_C_pos,Fc,Diatom,Glycine betaine,NA,NA,39.68878536642835,198.44392683214176,39.68878536642835
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Glycine betaine,NA,NA,10.704733270969244,53.52366635484622,10.704733270969244
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Glycine betaine,NA,NA,12.314338290116826,61.571691450584126,12.314338290116826
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Glycine betaine,NA,NA,7.473009392524972,37.36504696262486,7.473009392524972
211215_Smp_Pt_C_pos,Pt,Diatom,Glycine betaine,NA,NA,676.5259833419951,3382.6299167099755,676.5259833419951
211215_Smp_Pt_F_pos,Pt,Diatom,Glycine betaine,NA,NA,764.523800796149,3822.6190039807448,764.523800796149
211215_Smp_To_A_pos,To,Diatom,Glycine betaine,NA,NA,28.988568637931294,144.94284318965646,28.988568637931294
211215_Smp_To_B_pos,To,Diatom,Glycine betaine,NA,NA,33.921216268314765,169.60608134157383,33.921216268314765
211215_Smp_To_C_pos,To,Diatom,Glycine betaine,NA,NA,28.780208959974967,143.90104479987482,28.780208959974967
211215_Smp_Tp_A_pos,Tp,Diatom,Glycine betaine,NA,NA,164.39952026159477,821.9976013079738,164.39952026159477
211215_Smp_Tp_E_pos,Tp,Diatom,Glycine betaine,NA,NA,117.31783574460762,586.5891787230381,117.31783574460762
211215_Smp_Tp_F_pos,Tp,Diatom,Glycine betaine,NA,NA,122.99049857221029,614.9524928610514,122.99049857221029
211215_Smp_Cy_A_pos,Cy,Diatom,Homarine,NA,NA,45.35265674626197,317.4685972238338,45.35265674626197
211215_Smp_Cy_B_pos,Cy,Diatom,Homarine,NA,NA,40.039263496159144,280.274844473114,40.039263496159144
211215_Smp_Cy_C_pos,Cy,Diatom,Homarine,NA,NA,56.23955662066431,393.6768963446502,56.23955662066431
211215_Smp_Fc_A_pos,Fc,Diatom,Homarine,NA,NA,26.3364818994935,184.3553732964545,26.3364818994935
211215_Smp_Fc_B_pos,Fc,Diatom,Homarine,NA,NA,24.082368702664315,168.5765809186502,24.082368702664315
211215_Smp_Fc_C_pos,Fc,Diatom,Homarine,NA,NA,26.79448776018205,187.56141432127436,26.79448776018205
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Homarine,NA,NA,0.9952763213163636,6.966934249214544,0.9952763213163636
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Homarine,NA,NA,1.048585214912651,7.340096504388559,1.048585214912651
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Homarine,NA,NA,0.7450109525518558,5.2150766678629905,0.7450109525518558
211215_Smp_Pt_C_pos,Pt,Diatom,Homarine,NA,NA,4.95202105517659e-4,0.00346641473862361,4.95202105517659e-4
211215_Smp_Pt_F_pos,Pt,Diatom,Homarine,NA,NA,3.822783653846481e-4,0.00267594855769253,3.822783653846481e-4
211215_Smp_To_A_pos,To,Diatom,Homarine,NA,NA,0.6029885072574556,4.220919550802189,0.6029885072574556
211215_Smp_To_B_pos,To,Diatom,Homarine,NA,NA,0.7108551530468596,4.975986071328018,0.7108551530468596
211215_Smp_To_C_pos,To,Diatom,Homarine,NA,NA,0.721955605846264,5.053689240923847,0.721955605846264
211215_Smp_Tp_A_pos,Tp,Diatom,Homarine,NA,NA,7.905136563052796,55.335955941369576,7.905136563052796
211215_Smp_Tp_E_pos,Tp,Diatom,Homarine,NA,NA,3.880099452758662,27.160696169310633,3.880099452758662
211215_Smp_Tp_F_pos,Tp,Diatom,Homarine,NA,NA,4.696889278376712,32.87822494863698,4.696889278376712
211215_Smp_Cy_A_pos,Cy,Diatom,Proline betaine,NA,NA,0.01634818564488904,0.11443729951422328,0.01634818564488904
211215_Smp_Cy_B_pos,Cy,Diatom,Proline betaine,NA,NA,0.01510750046772022,0.1057525032740416,0.01510750046772022
211215_Smp_Cy_C_pos,Cy,Diatom,Proline betaine,NA,NA,0.02040975660758531,0.1428682962530972,0.02040975660758531
211215_Smp_Np_A_pos,Np,Diatom,Proline betaine,NA,NA,5.508182141687405e-4,0.00385572749918118,5.508182141687405e-4
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Proline betaine,NA,NA,6.8822209244888e-4,0.00481755464714216,6.8822209244888e-4
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Proline betaine,NA,NA,5.68462546016781e-4,0.00397923782211746,5.68462546016781e-4
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Proline betaine,Flag,Flag,8.739981352394455e-5,6.117986946676118e-4,8.739981352394455e-5
211215_Smp_Pt_C_pos,Pt,Diatom,Proline betaine,NA,NA,0.00945740196058464,0.06620181372409255,0.00945740196058464
211215_Smp_Pt_F_pos,Pt,Diatom,Proline betaine,NA,NA,0.0085725075896724,0.06000755312770684,0.0085725075896724
211215_Smp_To_A_pos,To,Diatom,Proline betaine,NA,NA,0.00929047884628368,0.06503335192398577,0.00929047884628368
211215_Smp_To_B_pos,To,Diatom,Proline betaine,NA,NA,0.01059825941339829,0.07418781589378808,0.01059825941339829
211215_Smp_To_C_pos,To,Diatom,Proline betaine,NA,NA,0.01070404286617931,0.07492830006325518,0.01070404286617931
211215_Smp_Tp_A_pos,Tp,Diatom,Proline betaine,NA,NA,0.01699950132282016,0.11899650925974116,0.01699950132282016
211215_Smp_Tp_E_pos,Tp,Diatom,Proline betaine,NA,NA,0.01123528181475484,0.07864697270328394,0.01123528181475484
211215_Smp_Tp_F_pos,Tp,Diatom,Proline betaine,NA,NA,0.0139112668854685,0.09737886819827953,0.0139112668854685
211215_Smp_Cy_A_pos,Cy,Diatom,Trigonelline,NA,NA,0.736344793355245,5.154413553486715,0.736344793355245
211215_Smp_Cy_B_pos,Cy,Diatom,Trigonelline,NA,NA,0.7422640899055527,5.195848629338869,0.7422640899055527
211215_Smp_Cy_C_pos,Cy,Diatom,Trigonelline,NA,NA,0.8553051590114397,5.987136113080077,0.8553051590114397
211215_Smp_Fc_B_pos,Fc,Diatom,Trigonelline,NA,NA,0.00319234371419281,0.02234640599934969,0.00319234371419281
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Trigonelline,NA,NA,7.135894524657086e-4,0.00499512616725996,7.135894524657086e-4
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Trigonelline,NA,NA,9.288125467870898e-4,0.00650168782750962,9.288125467870898e-4
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Trigonelline,NA,Flag,4.2454813529757665e-4,0.00297183694708303,4.2454813529757665e-4
211215_Smp_Pt_C_pos,Pt,Diatom,Trigonelline,NA,NA,11.312332728987442,79.1863291029121,11.312332728987442
211215_Smp_Pt_F_pos,Pt,Diatom,Trigonelline,NA,NA,10.556157965370128,73.89310575759089,10.556157965370128
211215_Smp_To_A_pos,To,Diatom,Trigonelline,NA,NA,0.00902090662892122,0.06314634640244854,0.00902090662892122
211215_Smp_To_B_pos,To,Diatom,Trigonelline,NA,NA,0.0010962017263298,0.00767341208430865,0.0010962017263298
211215_Smp_To_C_pos,To,Diatom,Trigonelline,NA,NA,0.00879698326759822,0.06157888287318759,0.00879698326759822
211215_Smp_Tp_A_pos,Tp,Diatom,Trigonelline,NA,NA,1.9600429260263377,13.720300482184363,1.9600429260263377
211215_Smp_Tp_E_pos,Tp,Diatom,Trigonelline,NA,NA,1.3007316627027177,9.105121638919025,1.3007316627027177
211215_Smp_Tp_F_pos,Tp,Diatom,Trigonelline,NA,NA,1.4359596765312843,10.051717735718992,1.4359596765312843
211215_Smp_Fc_A_pos,Fc,Diatom,Trimethylamine N-oxide,NA,NA,0.02062077369938896,0.06186232109816689,0.02062077369938896
211215_Smp_Fc_B_pos,Fc,Diatom,Trimethylamine N-oxide,NA,NA,0.02407371538071054,0.07222114614213164,0.02407371538071054
211215_Smp_Fc_C_pos,Fc,Diatom,Trimethylamine N-oxide,NA,NA,0.01750133906135962,0.05250401718407888,0.01750133906135962
211215_Smp_Pt_C_pos,Pt,Diatom,Trimethylamine N-oxide,NA,NA,0.00252732436002671,0.00758197308008014,0.00252732436002671
211215_Smp_Pt_F_pos,Pt,Diatom,Trimethylamine N-oxide,NA,NA,0.01560615179534037,0.04681845538602113,0.01560615179534037
211218_Smp_449_A_pos,449,Dino_Green,beta-Alaninebetaine,NA,NA,0.02566632926913359,0.15399797561480158,0.02566632926913359
211218_Smp_449_B_pos,449,Dino_Green,beta-Alaninebetaine,NA,NA,0.03847797077240134,0.23086782463440805,0.03847797077240134
211218_Smp_449_C_pos,449,Dino_Green,beta-Alaninebetaine,NA,NA,0.03287361838330525,0.1972417102998315,0.03287361838330525
211218_Smp_1314_A_pos,1314,Dino_Green,beta-Alaninebetaine,NA,NA,0.01464956123467956,0.08789736740807741,0.01464956123467956
211218_Smp_1314_B_pos,1314,Dino_Green,beta-Alaninebetaine,NA,NA,0.01104780824018223,0.06628684944109339,0.01104780824018223
211218_Smp_1314_C_pos,1314,Dino_Green,beta-Alaninebetaine,NA,NA,0.01170047581464091,0.07020285488784546,0.01170047581464091
211218_Smp_1545_A_pos,1545,Dino_Green,beta-Alaninebetaine,NA,NA,4.487888403227302e-4,0.00269273304193638,4.487888403227302e-4
211218_Smp_1771_A_pos,1771,Dino_Green,beta-Alaninebetaine,NA,NA,3.0785881310210352,18.47152878612621,3.0785881310210352
211218_Smp_1771_B_pos,1771,Dino_Green,beta-Alaninebetaine,NA,NA,3.742171222861675,22.45302733717005,3.742171222861675
211218_Smp_1771_C_pos,1771,Dino_Green,beta-Alaninebetaine,NA,NA,2.777516304708931,16.665097828253586,2.777516304708931
211218_Smp_2021_A_pos,2021,Dino_Green,beta-Alaninebetaine,NA,NA,0.04967187299221682,0.29803123795330094,0.04967187299221682
211218_Smp_2021_B_pos,2021,Dino_Green,beta-Alaninebetaine,NA,NA,0.04349876088715995,0.2609925653229597,0.04349876088715995
211218_Smp_2021_C_pos,2021,Dino_Green,beta-Alaninebetaine,NA,NA,0.02364459642264479,0.1418675785358688,0.02364459642264479
211218_Smp_3430_A_pos,3430,Dino_Green,beta-Alaninebetaine,NA,NA,3.6849433085078104e-4,0.00221096598510468,3.6849433085078104e-4
211218_Smp_3430_B_pos,3430,Dino_Green,beta-Alaninebetaine,Flag,NA,1.7486302892582637e-4,0.00104917817355495,1.7486302892582637e-4
211218_Smp_3430_C_pos,3430,Dino_Green,beta-Alaninebetaine,NA,NA,3.383478524082487e-4,0.00203008711444949,3.383478524082487e-4
211218_Smp_449_A_pos,449,Dino_Green,Dimethylsulfoniopropionate,NA,NA,66.40162677006069,332.00813385030347,NA
211218_Smp_449_B_pos,449,Dino_Green,Dimethylsulfoniopropionate,NA,NA,76.54903068105192,382.7451534052596,NA
211218_Smp_449_C_pos,449,Dino_Green,Dimethylsulfoniopropionate,NA,NA,84.93609238031017,424.68046190155087,NA
211218_Smp_1314_A_pos,1314,Dino_Green,Dimethylsulfoniopropionate,NA,NA,46.57693863789616,232.88469318948077,NA
211218_Smp_1314_B_pos,1314,Dino_Green,Dimethylsulfoniopropionate,NA,NA,60.64759356035064,303.2379678017532,NA
211218_Smp_1314_C_pos,1314,Dino_Green,Dimethylsulfoniopropionate,NA,NA,38.905061530681046,194.52530765340524,NA
211218_Smp_1545_A_pos,1545,Dino_Green,Dimethylsulfoniopropionate,NA,NA,14.006712533715442,70.0335626685772,NA
211218_Smp_1545_B_pos,1545,Dino_Green,Dimethylsulfoniopropionate,NA,NA,15.406089851652055,77.03044925826028,NA
211218_Smp_1545_C_pos,1545,Dino_Green,Dimethylsulfoniopropionate,NA,NA,13.508115938975047,67.54057969487525,NA
211218_Smp_1771_A_pos,1771,Dino_Green,Dimethylsulfoniopropionate,NA,NA,46.93377444369521,234.66887221847605,NA
211218_Smp_1771_B_pos,1771,Dino_Green,Dimethylsulfoniopropionate,NA,NA,53.03101399190829,265.15506995954144,NA
211218_Smp_1771_C_pos,1771,Dino_Green,Dimethylsulfoniopropionate,NA,NA,43.40775876601483,217.03879383007416,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Dimethylsulfoniopropionate,NA,NA,6.748549182400539,33.7427459120027,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Dimethylsulfoniopropionate,NA,NA,11.208387769723531,56.041938848617654,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Dimethylsulfoniopropionate,NA,NA,1.7097961796190153,8.548980898095076,NA
211218_Smp_3430_A_pos,3430,Dino_Green,Dimethylsulfoniopropionate,NA,NA,16.106649317262303,80.53324658631152,NA
211218_Smp_3430_B_pos,3430,Dino_Green,Dimethylsulfoniopropionate,NA,NA,15.633892447741063,78.16946223870532,NA
211218_Smp_3430_C_pos,3430,Dino_Green,Dimethylsulfoniopropionate,NA,NA,17.20192704821308,86.0096352410654,NA
211218_Smp_449_A_pos,449,Dino_Green,Glycine betaine,NA,NA,0.4124142412791463,2.062071206395731,0.4124142412791463
211218_Smp_449_B_pos,449,Dino_Green,Glycine betaine,NA,NA,0.4855645088884713,2.427822544442356,0.4855645088884713
211218_Smp_449_C_pos,449,Dino_Green,Glycine betaine,NA,NA,0.47184297011481424,2.3592148505740713,0.47184297011481424
211218_Smp_2021_A_pos,2021,Dino_Green,Glycine betaine,NA,NA,0.5631078563435467,2.815539281717734,0.5631078563435467
211218_Smp_2021_B_pos,2021,Dino_Green,Glycine betaine,NA,NA,0.5538046950853062,2.769023475426531,0.5538046950853062
211218_Smp_2021_C_pos,2021,Dino_Green,Glycine betaine,NA,Flag,0.2728625552356406,1.364312776178203,0.2728625552356406
211218_Smp_3430_A_pos,3430,Dino_Green,Glycine betaine,NA,NA,6.222972473812255,31.11486236906127,6.222972473812255
211218_Smp_3430_B_pos,3430,Dino_Green,Glycine betaine,NA,NA,6.540121329561426,32.700606647807135,6.540121329561426
211218_Smp_3430_C_pos,3430,Dino_Green,Glycine betaine,NA,NA,7.203022953032227,36.01511476516114,7.203022953032227
211218_Smp_449_A_pos,449,Dino_Green,Gonyol,NA,NA,28.82059191909821,201.74414343368744,NA
211218_Smp_449_B_pos,449,Dino_Green,Gonyol,NA,NA,41.4207475787705,289.94523305139353,NA
211218_Smp_449_C_pos,449,Dino_Green,Gonyol,NA,NA,29.19996082736724,204.39972579157063,NA
211218_Smp_1314_A_pos,1314,Dino_Green,Gonyol,NA,NA,59.7664795658023,418.3653569606161,NA
211218_Smp_1314_B_pos,1314,Dino_Green,Gonyol,NA,NA,58.00197409451944,406.0138186616361,NA
211218_Smp_1314_C_pos,1314,Dino_Green,Gonyol,NA,NA,56.31379340559654,394.1965538391758,NA
211218_Smp_1771_A_pos,1771,Dino_Green,Gonyol,NA,NA,17.372397725925584,121.60678408147908,NA
211218_Smp_1771_B_pos,1771,Dino_Green,Gonyol,NA,NA,18.280829119698165,127.96580383788717,NA
211218_Smp_1771_C_pos,1771,Dino_Green,Gonyol,NA,NA,13.47792029400092,94.34544205800644,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Gonyol,NA,NA,302.01805033683314,2114.126352357832,NA
211218_Smp_2021_B_pos,2021,Dino_Green,Gonyol,NA,NA,316.68611897140914,2216.802832799864,NA
211218_Smp_2021_C_pos,2021,Dino_Green,Gonyol,NA,NA,174.10950812574416,1218.766556880209,NA
211218_Smp_2021_A_pos,2021,Dino_Green,Homarine,NA,NA,0.00105278820810714,0.00736951745675003,0.00105278820810714
211218_Smp_2021_B_pos,2021,Dino_Green,Homarine,NA,NA,7.857933726156654e-4,0.00550055360830965,7.857933726156654e-4
211218_Smp_2021_C_pos,2021,Dino_Green,Homarine,NA,NA,2.127773705391866e-4,0.0014894415937743,2.127773705391866e-4
211218_Smp_449_A_pos,449,Dino_Green,Proline betaine,NA,NA,0.00971460066263825,0.06800220463846779,0.00971460066263825
211218_Smp_449_B_pos,449,Dino_Green,Proline betaine,NA,NA,0.01181817167477823,0.08272720172344766,0.01181817167477823
211218_Smp_449_C_pos,449,Dino_Green,Proline betaine,NA,NA,0.01044260079964201,0.07309820559749414,0.01044260079964201
211218_Smp_1314_A_pos,1314,Dino_Green,Proline betaine,NA,NA,0.00924770839898063,0.06473395879286448,0.00924770839898063
211218_Smp_1314_B_pos,1314,Dino_Green,Proline betaine,NA,NA,0.00889397875205268,0.0622578512643688,0.00889397875205268
211218_Smp_1314_C_pos,1314,Dino_Green,Proline betaine,NA,NA,0.00861611045537982,0.0603127731876588,0.00861611045537982
211218_Smp_1771_A_pos,1771,Dino_Green,Proline betaine,NA,NA,6.662436908255181e-4,0.00466370583577862,6.662436908255181e-4
211218_Smp_1771_B_pos,1771,Dino_Green,Proline betaine,NA,NA,7.364051480624287e-4,0.0051548360364370004,7.364051480624287e-4
211218_Smp_1771_C_pos,1771,Dino_Green,Proline betaine,NA,NA,9.7440593683398e-4,0.00682084155783786,9.7440593683398e-4
211218_Smp_2021_A_pos,2021,Dino_Green,Proline betaine,NA,NA,0.3152687051780193,2.2068809362461352,0.3152687051780193
211218_Smp_2021_B_pos,2021,Dino_Green,Proline betaine,NA,NA,0.32837567365176623,2.2986297155623636,0.32837567365176623
211218_Smp_2021_C_pos,2021,Dino_Green,Proline betaine,NA,NA,0.1545539423233678,1.0818775962635747,0.1545539423233678
211218_Smp_3430_A_pos,3430,Dino_Green,Proline betaine,NA,NA,8.162611849141557e-4,0.00571382829439909,8.162611849141557e-4
211218_Smp_3430_B_pos,3430,Dino_Green,Proline betaine,NA,NA,9.727314816626088e-4,0.00680912037163826,9.727314816626088e-4
211218_Smp_3430_C_pos,3430,Dino_Green,Proline betaine,NA,NA,0.00106595340061093,0.00746167380427652,0.00106595340061093
211218_Smp_449_A_pos,449,Dino_Green,Trigonelline,NA,NA,0.08173649941175128,0.5721554958822589,0.08173649941175128
211218_Smp_449_B_pos,449,Dino_Green,Trigonelline,NA,NA,0.09603457539879136,0.6722420277915395,0.09603457539879136
211218_Smp_449_C_pos,449,Dino_Green,Trigonelline,NA,NA,0.08684789392126115,0.607935257448828,0.08684789392126115
211218_Smp_1314_A_pos,1314,Dino_Green,Trigonelline,NA,NA,0.08324151182993296,0.5826905828095307,0.08324151182993296
211218_Smp_1314_B_pos,1314,Dino_Green,Trigonelline,NA,NA,0.08428349439453808,0.5899844607617666,0.08428349439453808
211218_Smp_1314_C_pos,1314,Dino_Green,Trigonelline,NA,NA,0.06753071048175595,0.4727149733722916,0.06753071048175595
211218_Smp_1545_A_pos,1545,Dino_Green,Trigonelline,NA,NA,0.7043887858915848,4.930721501241094,0.7043887858915848
211218_Smp_1545_B_pos,1545,Dino_Green,Trigonelline,NA,NA,0.8298442217547434,5.808909552283204,0.8298442217547434
211218_Smp_1545_C_pos,1545,Dino_Green,Trigonelline,NA,NA,0.7648877043897357,5.35421393072815,0.7648877043897357
211218_Smp_1771_A_pos,1771,Dino_Green,Trigonelline,NA,NA,1.2115624435681127,8.480937104976789,1.2115624435681127
211218_Smp_1771_B_pos,1771,Dino_Green,Trigonelline,NA,NA,1.441322598774575,10.089258191422026,1.441322598774575
211218_Smp_1771_C_pos,1771,Dino_Green,Trigonelline,NA,NA,1.085357673669076,7.597503715683532,1.085357673669076
211218_Smp_2021_A_pos,2021,Dino_Green,Trigonelline,NA,NA,0.03145300494935922,0.22017103464551455,0.03145300494935922
211218_Smp_2021_B_pos,2021,Dino_Green,Trigonelline,NA,NA,0.0382255353859371,0.2675787477015597,0.0382255353859371
211218_Smp_2021_C_pos,2021,Dino_Green,Trigonelline,NA,NA,0.01573527542786905,0.11014692799508335,0.01573527542786905
211218_Smp_3430_A_pos,3430,Dino_Green,Trigonelline,NA,NA,0.00116882001625238,0.00818174011376668,0.00116882001625238
211218_Smp_3430_B_pos,3430,Dino_Green,Trigonelline,NA,NA,0.00121101387812775,0.00847709714689425,0.00121101387812775
211218_Smp_3430_C_pos,3430,Dino_Green,Trigonelline,NA,NA,0.00137300816925639,0.00961105718479477,0.00137300816925639
211218_Smp_2021_A_pos,2021,Dino_Green,Trimethylamine N-oxide,NA,NA,7.877132556488428e-4,0.00236313976694652,7.877132556488428e-4
220104_Smp_371_A_pos,371,Haptophyte,beta-Alaninebetaine,NA,NA,0.09285974292077412,0.5571584575246447,0.09285974292077412
220104_Smp_371_B_pos,371,Haptophyte,beta-Alaninebetaine,NA,NA,0.12235471199312316,0.734128271958739,0.12235471199312316
220104_Smp_371_C_pos,371,Haptophyte,beta-Alaninebetaine,NA,NA,0.01021670814117766,0.06130024884706601,0.01021670814117766
220104_Smp_2090_A_pos,2090,Haptophyte,beta-Alaninebetaine,NA,NA,0.00204559063739757,0.01227354382438545,0.00204559063739757
220104_Smp_2090_B_pos,2090,Haptophyte,beta-Alaninebetaine,Flag,NA,4.5872923545040224e-4,0.00275237541270241,4.5872923545040224e-4
220104_Smp_2090_C_pos,2090,Haptophyte,beta-Alaninebetaine,NA,NA,0.00314076045750272,0.01884456274501634,0.00314076045750272
220104_Smp_Ca_A_pos,Ca,Haptophyte,beta-Alaninebetaine,NA,NA,2.5587866904581515,15.35272014274891,2.5587866904581515
220104_Smp_Ca_B_pos,Ca,Haptophyte,beta-Alaninebetaine,NA,NA,2.487633586035114,14.925801516210685,2.487633586035114
220104_Smp_Ca_C_pos,Ca,Haptophyte,beta-Alaninebetaine,NA,NA,2.2638100311789433,13.58286018707366,2.2638100311789433
220104_Smp_Cr_A_pos,Cr,Haptophyte,beta-Alaninebetaine,NA,NA,1.207248928302944,7.243493569817664,1.207248928302944
220104_Smp_Cr_B_pos,Cr,Haptophyte,beta-Alaninebetaine,NA,NA,0.9820957870988296,5.892574722592978,0.9820957870988296
220104_Smp_Cr_C_pos,Cr,Haptophyte,beta-Alaninebetaine,NA,NA,1.0078014591347395,6.046808754808438,1.0078014591347395
220104_Smp_Cs_A_pos,Cs,Haptophyte,beta-Alaninebetaine,NA,NA,4.22784053079111,25.367043184746663,4.22784053079111
220104_Smp_Cs_B_pos,Cs,Haptophyte,beta-Alaninebetaine,NA,NA,4.659438958293951,27.956633749763704,4.659438958293951
220104_Smp_Cs_C_pos,Cs,Haptophyte,beta-Alaninebetaine,NA,NA,4.911064075328634,29.4663844519718,4.911064075328634
220104_Smp_P3_A_pos,P3,Haptophyte,beta-Alaninebetaine,NA,NA,0.00172966801631166,0.01037800809786996,0.00172966801631166
220104_Smp_P3_B_pos,P3,Haptophyte,beta-Alaninebetaine,NA,Flag,6.460021593566134e-4,0.00387601295613968,6.460021593566134e-4
220104_Smp_P3_C_pos,P3,Haptophyte,beta-Alaninebetaine,NA,NA,0.00240919112326461,0.01445514673958767,0.00240919112326461
220104_Smp_371_A_pos,371,Haptophyte,Dimethylsulfonioacetate,NA,NA,0.00163730590949638,0.00654922363798553,NA
220104_Smp_371_B_pos,371,Haptophyte,Dimethylsulfonioacetate,NA,NA,0.00225721561355931,0.00902886245423725,NA
220104_Smp_371_C_pos,371,Haptophyte,Dimethylsulfonioacetate,NA,NA,0.00126124173758996,0.00504496695035984,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Dimethylsulfonioacetate,NA,NA,0.00564616347201034,0.02258465388804136,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Dimethylsulfonioacetate,NA,NA,0.00530644981023542,0.02122579924094169,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Dimethylsulfonioacetate,NA,NA,0.00810052806453315,0.03240211225813261,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Dimethylsulfonioacetate,NA,NA,21.434087206896336,85.73634882758535,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Dimethylsulfonioacetate,NA,NA,22.57368601211585,90.2947440484634,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Dimethylsulfonioacetate,NA,NA,21.733604440006697,86.93441776002679,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Dimethylsulfonioacetate,NA,NA,128.40498303321195,513.6199321328478,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Dimethylsulfonioacetate,NA,NA,116.37021458495488,465.48085833981946,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Dimethylsulfonioacetate,NA,NA,115.37122920774436,461.48491683097745,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Dimethylsulfonioacetate,NA,NA,72.16958969623579,288.67835878494316,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Dimethylsulfonioacetate,NA,NA,78.62436751795379,314.49747007181514,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Dimethylsulfonioacetate,NA,NA,69.77140260130649,279.08561040522596,NA
220104_Smp_116-1_A_pos,116,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.04880099303821723,0.24400496519108616,NA
220104_Smp_116-1_B_pos,116,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.0563645032033784,0.281822516016892,NA
220104_Smp_116-1_C_pos,116,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.05244552075990983,0.2622276037995492,NA
220104_Smp_371_A_pos,371,Haptophyte,Dimethylsulfoniopropionate,NA,NA,22.325110577035257,111.62555288517626,NA
220104_Smp_371_B_pos,371,Haptophyte,Dimethylsulfoniopropionate,NA,NA,24.097612539888193,120.48806269944096,NA
220104_Smp_371_C_pos,371,Haptophyte,Dimethylsulfoniopropionate,NA,NA,21.27478549355889,106.37392746779446,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Dimethylsulfoniopropionate,NA,NA,24.705693004211184,123.52846502105592,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Dimethylsulfoniopropionate,NA,NA,23.08275779932227,115.41378899661134,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Dimethylsulfoniopropionate,NA,NA,36.795212111071976,183.97606055535988,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Dimethylsulfoniopropionate,NA,NA,58.76288245211687,293.81441226058433,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Dimethylsulfoniopropionate,NA,NA,61.00483837167223,305.0241918583611,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Dimethylsulfoniopropionate,NA,NA,57.46171480149413,287.30857400747067,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Dimethylsulfoniopropionate,NA,NA,23.89686976074643,119.48434880373216,NA
