Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
220623_Std_H2OinMatrix_2,NA,NA,KM1906,Trigonelline,10832386,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full1,NA,NA,KM1906,Trigonelline,14562411,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full2,NA,NA,KM1906,Trigonelline,16819734,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full3,NA,NA,KM1906,Trigonelline,21573454,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half1,NA,NA,KM1906,Trigonelline,7596548,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half2,NA,NA,KM1906,Trigonelline,8660076,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half3,NA,NA,KM1906,Trigonelline,10803322,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_A,NA,NA,KM1906,Trigonelline,293744,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_B,NA,NA,KM1906,Trigonelline,424962,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_C,NA,NA,KM1906,Trigonelline,419711,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_A,NA,NA,KM1906,Trigonelline,697846,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_B,NA,NA,KM1906,Trigonelline,670306,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_C,NA,NA,KM1906,Trigonelline,411554,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_A,NA,NA,KM1906,Trigonelline,638936,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_B,NA,NA,KM1906,Trigonelline,521197,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_C,NA,NA,KM1906,Trigonelline,724378,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_A,NA,NA,KM1906,Trigonelline,762870,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_B,NA,NA,KM1906,Trigonelline,817388,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_C,NA,NA,KM1906,Trigonelline,1564236,NA,NA,NA,NA
220623_Smp_MQBlk_1,NA,NA,KM1906,Trigonelline,1243268,NA,NA,NA,NA
220623_Smp_MQBlk_2,NA,NA,KM1906,Trigonelline,1277447,NA,NA,NA,NA
220623_Smp_MQBlk_3,NA,NA,KM1906,Trigonelline,2104465,NA,NA,NA,NA
220623_Smp_MQBlk_4,NA,NA,KM1906,Trigonelline,38253552,NA,NA,NA,NA
220623_Smp_MQBlk_5,NA,NA,KM1906,Trigonelline,2014835,NA,NA,NA,NA
220623_Smp_MQBlk_6,NA,NA,KM1906,Trigonelline,4611541,NA,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Trigonelline,2887227,NA,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Trigonelline,1535749,NA,NA,NA,NA
220623_Smp_MU1_C,MU1,C,KM1906,Trigonelline,2665762,NA,NA,NA,NA
220623_Smp_MU10_A,MU10,A,KM1906,Trigonelline,16687122,NA,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Trigonelline,23960836,NA,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Trigonelline,34088124,NA,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Trigonelline,15488244,NA,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Trigonelline,24732744,NA,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Trigonelline,17709836,NA,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Trigonelline,238108496,NA,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Trigonelline,61631192,NA,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Trigonelline,162956224,NA,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Trigonelline,5913887,NA,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Trigonelline,3683682,NA,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Trigonelline,3466152,NA,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Trigonelline,47911384,NA,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Trigonelline,15376922,NA,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Trigonelline,10199143,NA,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Trigonelline,5365925,NA,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Trigonelline,14940347,NA,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Trigonelline,7765644,NA,NA,NA,NA
220623_Smp_MU16_A,MU16,A,KM1906,Trigonelline,15800493,NA,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Trigonelline,12339843,NA,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Trigonelline,9826410,NA,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Trigonelline,4249562,NA,NA,NA,NA
220623_Smp_MU17_B,MU17,B,KM1906,Trigonelline,6379018,NA,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Trigonelline,6088180,NA,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Trigonelline,2609414,NA,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Trigonelline,2945865,NA,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Trigonelline,2021393,NA,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Trigonelline,2668834,NA,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Trigonelline,4152163,NA,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Trigonelline,3135506,NA,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Trigonelline,2804928,NA,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Trigonelline,3180749,NA,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Trigonelline,1931317,NA,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Trigonelline,2134319,NA,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Trigonelline,3672236,NA,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Trigonelline,2866801,NA,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Trigonelline,3021919,NA,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Trigonelline,3369102,NA,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Trigonelline,2943575,NA,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Trigonelline,8043415,NA,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Trigonelline,24242358,NA,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Trigonelline,19246670,NA,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Trigonelline,9826990,NA,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Trigonelline,5151369,NA,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Trigonelline,5786509,NA,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Trigonelline,6420040,NA,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Trigonelline,8262667,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,Trimethylamine N-oxide,440176480,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,Trimethylamine N-oxide,596710592,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,Trimethylamine N-oxide,404698400,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,Trimethylamine N-oxide,580841152,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,Trimethylamine N-oxide,NA,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,Trimethylamine N-oxide,90764,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,Trimethylamine N-oxide,32655168,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,Trimethylamine N-oxide,43954792,NA,NA,NA,NA
220623_Std_H2OinMatrix_1,NA,NA,KM1906,Trimethylamine N-oxide,31757338,NA,NA,NA,NA
220623_Std_H2OinMatrix_2,NA,NA,KM1906,Trimethylamine N-oxide,41382404,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full1,NA,NA,KM1906,Trimethylamine N-oxide,48226564,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full2,NA,NA,KM1906,Trimethylamine N-oxide,52534828,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full3,NA,NA,KM1906,Trimethylamine N-oxide,81571896,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half1,NA,NA,KM1906,Trimethylamine N-oxide,25046964,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half2,NA,NA,KM1906,Trimethylamine N-oxide,27064528,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half3,NA,NA,KM1906,Trimethylamine N-oxide,40459248,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_A,NA,NA,KM1906,Trimethylamine N-oxide,158773,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_B,NA,NA,KM1906,Trimethylamine N-oxide,72928,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_C,NA,NA,KM1906,Trimethylamine N-oxide,73358,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_A,NA,NA,KM1906,Trimethylamine N-oxide,182544,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_B,NA,NA,KM1906,Trimethylamine N-oxide,210474,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_C,NA,NA,KM1906,Trimethylamine N-oxide,143710,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_A,NA,NA,KM1906,Trimethylamine N-oxide,292762,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_B,NA,NA,KM1906,Trimethylamine N-oxide,317858,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_C,NA,NA,KM1906,Trimethylamine N-oxide,316192,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_A,NA,NA,KM1906,Trimethylamine N-oxide,113700,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_B,NA,NA,KM1906,Trimethylamine N-oxide,57585,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_C,NA,NA,KM1906,Trimethylamine N-oxide,495592,NA,NA,NA,NA
220623_Smp_MQBlk_1,NA,NA,KM1906,Trimethylamine N-oxide,292405,NA,NA,NA,NA
220623_Smp_MQBlk_2,NA,NA,KM1906,Trimethylamine N-oxide,654680,NA,NA,NA,NA
220623_Smp_MQBlk_3,NA,NA,KM1906,Trimethylamine N-oxide,395965,NA,NA,NA,NA
220623_Smp_MQBlk_4,NA,NA,KM1906,Trimethylamine N-oxide,224504,NA,NA,NA,NA
220623_Smp_MQBlk_5,NA,NA,KM1906,Trimethylamine N-oxide,308087,NA,NA,NA,NA
220623_Smp_MQBlk_6,NA,NA,KM1906,Trimethylamine N-oxide,290112,NA,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Trimethylamine N-oxide,12482168,NA,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Trimethylamine N-oxide,15874280,NA,NA,NA,NA
220623_Smp_MU1_C,MU1,C,KM1906,Trimethylamine N-oxide,23572928,NA,NA,NA,NA
220623_Smp_MU10_A,MU10,A,KM1906,Trimethylamine N-oxide,18691302,NA,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Trimethylamine N-oxide,28476280,NA,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Trimethylamine N-oxide,35904064,NA,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Trimethylamine N-oxide,93278024,NA,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Trimethylamine N-oxide,143566768,NA,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Trimethylamine N-oxide,110817176,NA,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Trimethylamine N-oxide,535152832,NA,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Trimethylamine N-oxide,156401600,NA,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Trimethylamine N-oxide,413526880,NA,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Trimethylamine N-oxide,4622532,NA,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Trimethylamine N-oxide,5477906,NA,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Trimethylamine N-oxide,7623625,NA,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Trimethylamine N-oxide,19386400,NA,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Trimethylamine N-oxide,13677579,NA,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Trimethylamine N-oxide,12829837,NA,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Trimethylamine N-oxide,33774436,NA,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Trimethylamine N-oxide,71089200,NA,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Trimethylamine N-oxide,56605136,NA,NA,NA,NA
220623_Smp_MU16_A,MU16,A,KM1906,Trimethylamine N-oxide,239450496,NA,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Trimethylamine N-oxide,199617040,NA,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Trimethylamine N-oxide,126794072,NA,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Trimethylamine N-oxide,6250468,NA,NA,NA,NA
220623_Smp_MU17_B,MU17,B,KM1906,Trimethylamine N-oxide,19212774,NA,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Trimethylamine N-oxide,27939692,NA,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Trimethylamine N-oxide,36261028,NA,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Trimethylamine N-oxide,90286024,NA,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Trimethylamine N-oxide,5028718,NA,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Trimethylamine N-oxide,7220083,NA,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Trimethylamine N-oxide,45655896,NA,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Trimethylamine N-oxide,19300512,NA,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Trimethylamine N-oxide,10250338,NA,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Trimethylamine N-oxide,14852364,NA,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Trimethylamine N-oxide,9256267,NA,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Trimethylamine N-oxide,17341978,NA,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Trimethylamine N-oxide,42143064,NA,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Trimethylamine N-oxide,8240014,NA,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Trimethylamine N-oxide,19215750,NA,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Trimethylamine N-oxide,16866688,NA,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Trimethylamine N-oxide,14978884,NA,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Trimethylamine N-oxide,17287336,NA,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Trimethylamine N-oxide,10256686,NA,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Trimethylamine N-oxide,254128464,NA,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Trimethylamine N-oxide,49475580,NA,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Trimethylamine N-oxide,23195910,NA,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Trimethylamine N-oxide,48770152,NA,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Trimethylamine N-oxide,17185868,NA,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Trimethylamine N-oxide,36655020,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,beta-Alaninebetaine,144065,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,beta-Alaninebetaine,321182,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,beta-Alaninebetaine,16490673,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,beta-Alaninebetaine,16484425,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,beta-Alaninebetaine,1117023872,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,beta-Alaninebetaine,1339026432,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,beta-Alaninebetaine,1286308480,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,beta-Alaninebetaine,1357155584,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,beta-Alaninebetaine,14950651,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,beta-Alaninebetaine,18109952,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,beta-Alaninebetaine,22782890,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,beta-Alaninebetaine,23254612,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,beta-Alaninebetaine,25222344,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,beta-Alaninebetaine,26785546,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,beta-Alaninebetaine,11636943,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,beta-Alaninebetaine,11727610,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,beta-Alaninebetaine,14329279,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,beta-Alaninebetaine,13475884,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Betonicine,54488,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Betonicine,45590,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Betonicine,1595621,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Betonicine,1577168,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Betonicine,1763056256,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Betonicine,2086693504,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Betonicine,1906756096,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Betonicine,2080040832,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Betonicine,1479520,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Betonicine,1597818,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Betonicine,2268044,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Betonicine,1803861,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Betonicine,2123546,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Betonicine,2149706,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Betonicine,1253320,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Betonicine,1293288,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Betonicine,1394554,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Betonicine,1306063,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Dimethylsulfonioacetate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Dimethylsulfonioacetate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Dimethylsulfonioacetate,10788428,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Dimethylsulfonioacetate,11692101,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Dimethylsulfonioacetate,752573120,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Dimethylsulfonioacetate,908956032,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Dimethylsulfonioacetate,801621376,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Dimethylsulfonioacetate,913326784,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Dimethylsulfonioacetate,10547933,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Dimethylsulfonioacetate,13208848,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Dimethylsulfonioacetate,16756554,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Dimethylsulfonioacetate,15030986,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Dimethylsulfonioacetate,17834838,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Dimethylsulfonioacetate,19017574,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Dimethylsulfonioacetate,8593154,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Dimethylsulfonioacetate,8102180,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Dimethylsulfonioacetate,9013228,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Dimethylsulfonioacetate,9239112,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Dimethylsulfoniopropionate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Dimethylsulfoniopropionate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Dimethylsulfoniopropionate,68699888,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Dimethylsulfoniopropionate,75029504,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Dimethylsulfoniopropionate,1205752064,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Dimethylsulfoniopropionate,1586316032,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Dimethylsulfoniopropionate,1458038016,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Dimethylsulfoniopropionate,1721201664,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Dimethylsulfoniopropionate,67859856,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Dimethylsulfoniopropionate,80420344,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Dimethylsulfoniopropionate,108850736,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Dimethylsulfoniopropionate,102332136,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Dimethylsulfoniopropionate,118064912,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Dimethylsulfoniopropionate,118800408,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Dimethylsulfoniopropionate,56130528,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Dimethylsulfoniopropionate,52419168,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Dimethylsulfoniopropionate,62615184,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Dimethylsulfoniopropionate,56255840,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Glycine betaine,2026097024,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Glycine betaine,3047023360,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Glycine betaine,2238185472,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Glycine betaine,2891941376,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Glycine betaine,7518803,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Glycine betaine,60088936,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Glycine betaine,113734792,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Glycine betaine,135167328,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Glycine betaine,110886104,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Glycine betaine,140433984,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Glycine betaine,173126256,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Glycine betaine,167399072,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Glycine betaine,185739680,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Glycine betaine,191696048,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Glycine betaine,88711216,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Glycine betaine,82638000,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Glycine betaine,89343056,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Glycine betaine,101515456,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Gonyol,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Gonyol,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Gonyol,2287828,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Gonyol,2638370,NA,NA,NA,NA
