Molecule List Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Molecule List
HILIC-Pos_Standards,220628_Smp_MU15_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_C,Anserine,7.84,10924,0,10728,-0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU4_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU4_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU4_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU5_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU5_B,Anserine,8.15,9641,0,8782,2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU5_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU6_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU6_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU6_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU7_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU7_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU7_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU8_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU8_B,Anserine,7.64,28542,0,16304,5.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU8_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU9_A,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU9_B,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU9_C,Anserine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InH2O_1,Arsenobetaine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InH2O_2,Arsenobetaine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InMatrix_1,Arsenobetaine,7.38,6686680,0,409528,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InMatrix_2,Arsenobetaine,7.27,5645027,0,370184,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InH2O_1,Arsenobetaine,7.31,1272564864,14544844,58141384,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InH2O_2,Arsenobetaine,7.36,1407804672,19445396,65952560,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InMatrix_1,Arsenobetaine,7.31,1178265216,14644858,67646664,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InMatrix_2,Arsenobetaine,7.36,1385999360,17114948,80312912,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_H2OinMatrix_1,Arsenobetaine,7.31,7389798,0,440470,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_H2OinMatrix_2,Arsenobetaine,7.39,5875183,0,376682,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Full1,Arsenobetaine,7.29,9843081,0,566924,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Full2,Arsenobetaine,7.39,10107090,0,663080,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Full3,Arsenobetaine,7.36,9720717,0,674308,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Half1,Arsenobetaine,7.3,5374247,0,319582,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Half2,Arsenobetaine,7.31,4743498,0,287565,-2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Half3,Arsenobetaine,7.37,4770405,0,322361,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MBlk1_A,Arsenobetaine,7.42,1852388,0,122733,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MBlk1_B,Arsenobetaine,7.18,0,0,0,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MMQBlk1_A,Arsenobetaine,7.19,0,0,0,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MMQBlk1_B,Arsenobetaine,7.19,0,0,0,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU1_A,Arsenobetaine,7.39,17694090,0,1046907,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU1_B,Arsenobetaine,7.39,19826516,27978,1266433,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU1_C,Arsenobetaine,7.42,19972514,0,1132501,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU10_A,Arsenobetaine,7.37,4376137,0,322219,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU10_B,Arsenobetaine,7.42,4146940,0,248942,-3.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU10_C,Arsenobetaine,7.33,2078785,0,158918,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU11_A,Arsenobetaine,7.34,6290920,0,501919,-3.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU11_B,Arsenobetaine,7.34,6868780,0,440290,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU11_C,Arsenobetaine,7.39,6262762,0,444130,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU14_A,Arsenobetaine,7.34,4958444,0,325054,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU14_B,Arsenobetaine,7.39,5914200,0,430280,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU14_C,Arsenobetaine,7.36,5783795,0,424062,-3.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_A,Arsenobetaine,7.39,3670017,0,252437,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_B,Arsenobetaine,7.36,5369695,0,355533,-1.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_C,Arsenobetaine,7.36,3161584,0,276979,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_A,Arsenobetaine,7.33,3684742,0,275311,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_B,Arsenobetaine,7.4,4689395,0,308920,-3.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_C,Arsenobetaine,7.37,4225605,0,309969,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_A,Arsenobetaine,7.34,1516071,0,169708,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_B,Arsenobetaine,7.37,1813236,0,179455,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_C,Arsenobetaine,7.34,2804072,0,200515,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_A,Arsenobetaine,7.39,2498062,0,196399,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_B,Arsenobetaine,7.4,4308113,0,305524,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_C,Arsenobetaine,7.39,3240450,0,273362,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_A,Arsenobetaine,7.34,4325289,0,307347,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_B,Arsenobetaine,7.37,3873659,0,298613,-2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_C,Arsenobetaine,7.37,3603000,0,304868,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_A,Arsenobetaine,7.37,14618419,0,974284,-3.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_B,Arsenobetaine,7.37,14267024,0,881664,-1.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_C,Arsenobetaine,7.33,16118923,0,988450,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_A,Arsenobetaine,7.38,4857715,0,341963,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_B,Arsenobetaine,7.34,8137734,0,531784,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_C,Arsenobetaine,7.36,7237089,0,480900,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_A,Arsenobetaine,7.37,5796230,0,421432,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_B,Arsenobetaine,7.37,8151517,0,497818,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_C,Arsenobetaine,7.34,6085773,0,390216,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_A,Arsenobetaine,7.4,6937278,0,434666,-2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_B,Arsenobetaine,7.34,8227305,43818,605338,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_C,Arsenobetaine,7.4,8276921,0,513426,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_A,Arsenobetaine,7.42,9406590,0,565745,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_B,Arsenobetaine,7.37,7933173,0,532120,-1.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_C,Arsenobetaine,7.38,8959331,0,527903,-1.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_A,Arsenobetaine,7.4,8393610,0,507954,-1.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_B,Arsenobetaine,7.35,8432117,0,479532,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_C,Arsenobetaine,7.39,9192221,0,575165,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_A,Arsenobetaine,7.37,14698417,0,930735,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_B,Arsenobetaine,7.34,18304190,0,1176101,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_C,Arsenobetaine,7.34,16611143,0,962252,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU4_A,Arsenobetaine,7.37,17825518,0,1070405,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU4_B,Arsenobetaine,7.35,21147636,0,1297080,-1.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU4_C,Arsenobetaine,7.36,19138926,0,1145566,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU5_A,Arsenobetaine,7.33,14834434,0,925081,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU5_B,Arsenobetaine,7.36,21797778,0,1233216,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU5_C,Arsenobetaine,7.36,17116584,0,1086178,-3.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU6_A,Arsenobetaine,7.37,14880369,0,957982,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU6_B,Arsenobetaine,7.38,14297139,0,930990,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU6_C,Arsenobetaine,7.37,14687805,0,839175,-3.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU7_A,Arsenobetaine,7.33,9547953,0,601346,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU7_B,Arsenobetaine,7.36,13184129,0,829254,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU7_C,Arsenobetaine,7.37,11341821,0,794610,-3.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU8_A,Arsenobetaine,7.37,8427556,0,638233,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU8_B,Arsenobetaine,7.34,11109133,0,629435,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU8_C,Arsenobetaine,7.36,10336137,0,655398,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU9_A,Arsenobetaine,7.39,8123299,0,537769,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU9_B,Arsenobetaine,7.42,6396783,0,454631,-3.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU9_C,Arsenobetaine,7.4,8460213,0,512120,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InH2O_1,beta-Alanine,10.72,53511076,1756251,1915361,0,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InH2O_2,beta-Alanine,11.05,19317800,693551,1289404,-0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InMatrix_1,beta-Alanine,11.54,42366924,1499497,3668434,0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix1InMatrix_2,beta-Alanine,11.51,26655064,822218,2383976,-0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InH2O_1,beta-Alanine,11.52,97802976,2413393,6382999,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InH2O_2,beta-Alanine,11.48,86574576,1528979,5516446,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InMatrix_1,beta-Alanine,11.54,122761432,3255461,10079233,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_4uMStdsMix2InMatrix_2,beta-Alanine,11.53,98712928,2262815,8569361,0,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_H2OinMatrix_1,beta-Alanine,11.57,49291712,2233237,4314821,0.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Std_H2OinMatrix_2,beta-Alanine,11.54,31960684,890811,2671251,-0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Full1,beta-Alanine,11.59,67030356,2300103,5787633,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Full2,beta-Alanine,11.62,33849764,0,2805231,0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Full3,beta-Alanine,11.57,32700360,922600,2874056,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Half1,beta-Alanine,11.56,36669408,1644079,3086600,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Half2,beta-Alanine,11.59,17537116,209694,1474573,0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Poo_TruePooG3_Half3,beta-Alanine,11.53,18190918,774834,1713194,1.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MBlk1_A,beta-Alanine,11.59,1094749,0,97157,0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MBlk1_B,beta-Alanine,11.6,606580,0,40603,1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MMQBlk1_A,beta-Alanine,11.54,929937,0,40595,0,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MMQBlk1_B,beta-Alanine,11.69,336841,0,23066,0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU1_A,beta-Alanine,11.6,5161402,0,460207,1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU1_B,beta-Alanine,11.57,6424252,30288,565685,0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU1_C,beta-Alanine,11.66,4301303,0,354613,0.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU10_A,beta-Alanine,11.56,48130472,1734218,4505851,0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU10_B,beta-Alanine,11.6,50560796,1022194,4352571,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU10_C,beta-Alanine,11.62,36320232,1863946,3023951,0,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU11_A,beta-Alanine,11.38,119310472,5219777,10528100,-1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU11_B,beta-Alanine,11.56,134905424,2907834,11311280,-0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU11_C,beta-Alanine,11.62,89752104,1488078,7799988,0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU14_A,beta-Alanine,11.59,41882076,1104671,3544143,-0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU14_B,beta-Alanine,11.59,76849192,1806835,7050105,0.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU14_C,beta-Alanine,11.6,74986656,2030658,6530674,-0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_A,beta-Alanine,11.57,23928356,0,2042736,0.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_B,beta-Alanine,11.6,68123544,2876711,5647775,0.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU15_C,beta-Alanine,11.54,29559624,467149,2605543,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_A,beta-Alanine,11.57,81366344,1790382,6844745,0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_B,beta-Alanine,11.6,149066304,4297605,12372262,0,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU16_C,beta-Alanine,11.57,126115736,3914332,10400277,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_A,beta-Alanine,11.59,49834188,1366057,4261363,-0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_B,beta-Alanine,11.62,65558760,2786257,5637290,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU17_C,beta-Alanine,11.6,78213112,3996171,6806305,0.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_A,beta-Alanine,11.59,49088632,226776,4113225,0,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_B,beta-Alanine,11.54,88397936,1289979,7852075,-0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU18_C,beta-Alanine,11.6,81066104,2987956,7359019,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_A,beta-Alanine,11.57,31667224,1126796,2712343,-0.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_B,beta-Alanine,11.62,23339308,1066848,2041507,0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU19_C,beta-Alanine,11.59,18581222,1214509,1568579,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_A,beta-Alanine,11.6,4260774,0,351961,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_B,beta-Alanine,11.6,7544818,0,655525,0.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU2_C,beta-Alanine,11.56,6806971,0,580552,0.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_A,beta-Alanine,11.57,33790760,1936160,2903493,0.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_B,beta-Alanine,11.61,85714984,3219176,7175775,0.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU20_C,beta-Alanine,11.57,47560912,1731394,4073368,0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_A,beta-Alanine,11.6,12129562,203800,1038623,0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_B,beta-Alanine,11.59,53731112,1929007,4439544,-0.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU21_C,beta-Alanine,11.6,18839668,0,1720884,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_A,beta-Alanine,11.59,8104118,48447,673730,0.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_B,beta-Alanine,11.6,17822624,546013,1525430,0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU22_C,beta-Alanine,11.57,10938244,0,904916,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_A,beta-Alanine,11.57,5990787,0,527563,0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_B,beta-Alanine,11.63,6734210,830633,636524,0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU23_C,beta-Alanine,11.61,12434327,1029286,1145058,1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_A,beta-Alanine,11.63,7276372,646468,647235,0.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_B,beta-Alanine,11.65,14615512,984132,1230101,0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU24_C,beta-Alanine,11.62,4679454,0,403487,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220628_Smp_MU3_A,beta-Alanine,11.56,5374930,0,472520,0.4,HILIC-Pos_Standards
